executable,returncode,n,threads,real_time_seconds,cpu_time_seconds
openblas_parallel,0,15000,7,16.961775,118.688803
openblas_parallel,0,15000,8,14.257631,114.024417
openblas_parallel,0,15000,9,15.845629,135.437182
openblas_parallel,0,15000,10,18.714315,164.265413
openblas_parallel,0,15000,11,22.708074,249.707200
openblas_parallel,0,15000,12,15.828599,164.487237
openblas_parallel,0,15000,13,21.227932,275.886650
openblas_parallel,0,15000,14,19.562074,270.468494
openblas_parallel,0,15000,15,18.381922,274.950957
openblas_parallel,0,15000,16,14.710573,201.523194
openblas_parallel,0,15000,17,16.278248,276.590667
openblas_parallel,0,15000,18,15.233006,265.360278
openblas_parallel,0,15000,19,14.583885,276.930010
openblas_parallel,0,15000,20,13.855718,276.969531
openblas_parallel,0,15000,21,13.389504,261.818330
openblas_parallel,0,15000,22,13.281922,291.964262
openblas_parallel,0,15000,23,13.070172,300.405126
openblas_parallel,0,15000,24,12.660862,270.716365
openblas_parallel,0,15000,25,12.935874,273.757623
openblas_parallel,0,15000,26,12.628188,264.854461
openblas_parallel,0,15000,27,12.637380,282.863389
openblas_parallel,0,15000,28,12.894921,272.931126
openblas_parallel,0,15000,29,12.726953,278.102537
openblas_parallel,0,15000,30,12.683988,275.912151
openblas_parallel,0,15000,31,12.700944,287.063198
openblas_parallel,0,15000,32,12.606265,269.959080
openblas_parallel,0,15000,33,13.218005,279.554898
openblas_parallel,0,15000,34,12.570301,276.857728
openblas_parallel,0,15000,35,12.660865,270.585954
openblas_parallel,0,15000,36,12.895017,274.647477
openblas_parallel,0,15000,37,12.518397,274.980830
openblas_parallel,0,15000,38,12.914937,275.622455
openblas_parallel,0,15000,39,12.748104,271.233457
openblas_parallel,0,15000,40,12.632200,266.850991
openblas_parallel,0,15000,1,109.092333,109.081239
openblas_parallel,0,15000,2,55.619851,111.224560
openblas_parallel,0,15000,3,37.119341,111.339938
openblas_parallel,0,15000,4,27.513195,109.965851
openblas_parallel,0,15000,5,22.289835,111.417405
openblas_parallel,0,15000,6,19.008584,112.259412
openblas_parallel,0,15000,7,15.827719,110.764441
openblas_parallel,0,15000,8,15.170924,120.681267
openblas_parallel,0,15000,9,15.400288,134.736595
openblas_parallel,0,15000,10,19.100538,170.933829
openblas_parallel,0,15000,11,22.719438,249.821263
openblas_parallel,0,15000,12,16.162012,168.014768
openblas_parallel,0,15000,13,21.001603,272.891316
openblas_parallel,0,15000,14,17.432527,228.841774
openblas_parallel,0,15000,15,15.403674,204.930574
openblas_parallel,0,15000,16,17.162309,263.195924
openblas_parallel,0,15000,17,16.285657,276.698234
openblas_parallel,0,15000,18,15.263916,269.748806
openblas_parallel,0,15000,19,14.620896,277.641620
openblas_parallel,0,15000,20,13.846899,268.242606
openblas_parallel,0,15000,21,13.357731,269.954118
openblas_parallel,0,15000,22,13.131303,288.493384
openblas_parallel,0,15000,23,13.063748,300.303149
openblas_parallel,0,15000,24,12.709536,272.232750
openblas_parallel,0,15000,25,12.718075,271.134391
openblas_parallel,0,15000,26,13.066859,278.053250
openblas_parallel,0,15000,27,12.522420,265.502467
openblas_parallel,0,15000,28,12.702997,268.153814
openblas_parallel,0,15000,29,12.562674,282.567668
openblas_parallel,0,15000,30,12.900358,274.418492
openblas_parallel,0,15000,31,12.723321,272.810401
openblas_parallel,0,15000,32,12.869952,277.806431
openblas_parallel,0,15000,33,12.676361,278.399397
openblas_parallel,0,15000,34,12.798791,271.279742
openblas_parallel,0,15000,35,12.637061,285.694448
openblas_parallel,0,15000,36,12.594583,281.400684
openblas_parallel,0,15000,37,12.746995,280.272865
openblas_parallel,0,15000,38,13.241016,312.704631
openblas_parallel,0,15000,39,12.835651,272.299236
openblas_parallel,0,15000,40,12.652890,265.236450
