executable,returncode,n,real_time_seconds,cpu_time_seconds,gflops
cuda_2_32,0,15000,31.509292,31.370854,214.22
cuda_2_32,0,15000,32.027292,31.794076,210.76
cuda_2_32,0,15000,32.498984,32.356940,207.70
cuda_2_32,0,15000,32.782040,32.567806,205.91
cuda_2_32,0,15000,33.022616,32.880316,204.41
