executable,returncode,n,real_time_seconds,cpu_time_seconds,gflops
cuda_2_32,0,15000,31.407905,31.213013,214.91
cuda_2_32,0,15000,31.953540,31.809860,211.24
cuda_2_32,0,15000,32.398836,32.205926,208.34
cuda_2_32,0,15000,32.684045,32.544607,206.52
cuda_2_32,0,15000,32.984990,32.847860,204.64
